1	1	0
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	11	0
1	12	0
1	13	0
1	14	0
1	15	0
1	16	0
1	17	0
1	18	0
1	19	0
1	20	0
1	21	0
1	22	0
1	23	0
1	24	0
1	25	0
1	26	0
1	27	0
1	28	0
1	29	0
1	30	0
1	31	0
1	32	0
1	33	0
1	34	0
1	35	0
1	36	0
1	37	0
1	38	0
1	39	0
1	40	0
1	41	0
1	42	0
1	43	0
1	44	0
1	45	0
1	46	0
1	47	0
1	48	0
1	49	0
1	50	0
1	51	0
1	52	0
1	53	0
1	54	0
1	55	0
1	56	0
1	57	0
1	58	0
1	59	0
1	60	0
1	61	0
1	62	0
1	63	0
1	64	0
1	65	0
1	66	0
1	67	0
1	68	0
1	69	0
1	70	0
1	71	0
1	72	0
1	73	0
1	74	0
1	75	0
1	76	0
1	77	0
1	78	0
1	79	0
1	80	0
1	81	0
1	82	0
1	83	0
1	84	0
1	85	0
1	86	0
1	87	0
1	88	0
1	89	0
1	90	0
1	91	0
1	92	0
1	93	0
1	94	0
1	95	0
1	96	0
1	97	0
1	98	0
1	99	0
1	100	0
1	101	0
1	102	0
1	103	0
1	104	0
1	105	0
1	106	0
1	107	0
1	108	0
1	109	0
1	110	0
1	111	0
1	112	0
1	113	0
1	114	0
1	115	0
1	116	0
1	117	0
1	118	0
1	119	0
1	120	0
1	121	0
1	122	0
1	123	0
1	124	0
1	125	0
1	126	0
1	127	0
1	128	0
1	129	0
1	130	0
1	131	0
1	132	0
1	133	0
1	134	0
1	135	0
1	136	0
1	137	0
1	138	0
1	139	0
1	140	0
1	141	0
1	142	0
1	143	0
1	144	0
2	1	0
2	2	0
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	9	0
2	10	0
2	11	0
2	12	0
2	13	0
2	14	0
2	15	0
2	16	0
2	17	0
2	18	0
2	19	0
2	20	0
2	21	0
2	22	0
2	23	0
2	24	0
2	25	0
2	26	0
2	27	0
2	28	0
2	29	0
2	30	0
2	31	0
2	32	0
2	33	0
2	34	0
2	35	0
2	36	0
2	37	0
2	38	0
2	39	0
2	40	0
2	41	0
2	42	0
2	43	0
2	44	0
2	45	0
2	46	0
2	47	0
2	48	0
2	49	0
2	50	0
2	51	0
2	52	0
2	53	0
2	54	0
2	55	0
2	56	0
2	57	0
2	58	0
2	59	0
2	60	0
2	61	0
2	62	0
2	63	0
2	64	0
2	65	0
2	66	0
2	67	0
2	68	0
2	69	0
2	70	0
2	71	0
2	72	0
2	73	0
2	74	0
2	75	0
2	76	0
2	77	0
2	78	0
2	79	0
2	80	0
2	81	0
2	82	0
2	83	0
2	84	0
2	85	0
2	86	0
2	87	0
2	88	0
2	89	0
2	90	0
2	91	0
2	92	0
2	93	0
2	94	0
2	95	0
2	96	0
2	97	0
2	98	0
2	99	0
2	100	0
2	101	0
2	102	0
2	103	0
2	104	0
2	105	0
2	106	0
2	107	0
2	108	0
2	109	0
2	110	0
2	111	0
2	112	0
2	113	0
2	114	0
2	115	0
2	116	0
2	117	0
2	118	0
2	119	0
2	120	0
2	121	0
2	122	0
2	123	0
2	124	0
2	125	0
2	126	0
2	127	0
2	128	0
2	129	0
2	130	0
2	131	0
2	132	0
2	133	0
2	134	0
2	135	0
2	136	0
2	137	0
2	138	0
2	139	0
2	140	0
2	141	0
2	142	0
2	143	0
2	144	0
53	1	0
53	2	0
53	3	0
53	4	0
53	10	0
53	11	0
53	16	0
53	18	0
53	20	0
53	24	0
53	26	0
53	28	0
53	30	0
53	32	0
53	35	0
53	36	0
53	38	0
53	40	0
53	43	0
53	44	0
53	46	0
53	48	0
53	50	0
53	52	0
53	54	0
53	56	0
53	58	0
53	60	0
53	62	0
53	64	0
53	66	0
53	68	0
53	70	0
53	72	0
53	74	0
53	76	0
53	78	0
53	82	0
53	84	0
53	86	0
53	88	0
53	90	0
53	99	0
53	100	0
53	102	0
53	104	0
53	107	0
53	112	0
53	114	0
53	116	0
53	118	0
53	120	0
53	122	0
53	124	0
53	126	0
53	128	0
53	130	0
53	132	0
53	134	0
53	136	0
53	138	0
53	140	0
105	1	0
105	3	0
105	5	0
105	7	0
105	9	0
105	11	0
105	13	0
105	15	0
105	17	0
105	19	0
105	21	0
105	23	0
105	25	0
105	27	0
105	29	0
105	31	0
105	33	0
105	35	0
105	37	0
105	39	0
105	41	0
105	43	0
105	45	0
105	47	0
105	49	0
105	51	0
105	53	0
105	55	0
105	57	0
105	59	0
105	61	0
105	63	0
105	65	0
105	67	0
105	69	0
105	71	0
105	73	0
105	75	0
105	77	0
105	79	0
105	81	0
105	83	0
105	85	0
105	87	0
105	89	0
105	91	0
105	93	0
105	95	0
105	97	0
105	99	0
105	101	0
105	103	0
105	105	0
105	107	0
105	109	0
105	111	0
105	113	0
105	115	0
105	117	0
105	119	0
105	121	0
105	123	0
105	125	0
105	127	0
105	129	0
105	131	0
105	133	0
105	135	0
105	137	0
105	139	0
105	141	0
105	143	0
116	40	0
106	63	0
98	111	0
106	141	0
26	5	0
116	42	0
26	8	0
116	45	0
26	9	0
116	48	0
55	75	0
55	10	0
55	7	0
55	99	0
55	101	0
55	103	0
55	105	0
55	107	0
107	8	0
107	92	0
107	94	0
107	96	0
107	98	0
107	108	0
55	16	0
55	36	0
55	38	0
55	40	0
55	44	0
107	142	0
113	114	0
106	94	0
106	96	0
106	107	0
106	110	0
106	113	0
116	50	0
116	52	0
116	54	0
116	56	0
116	58	0
116	80	0
116	100	0
116	102	0
116	112	0
106	1	0
106	3	0
106	8	0
106	15	0
106	18	0
106	20	0
106	23	0
106	25	0
106	31	0
106	33	0
106	46	0
106	61	0
106	64	0
106	66	0
106	68	0
106	70	0
106	72	0
106	74	0
106	76	0
68	67	0
68	69	0
68	71	0
68	73	0
68	75	0
68	77	0
68	79	0
68	81	0
68	83	0
68	85	0
68	87	0
68	89	0
68	90	0
68	92	0
68	94	0
68	96	0
68	98	0
68	100	0
68	102	0
68	104	0
68	106	0
68	108	0
68	110	0
68	112	0
68	114	0
68	116	0
68	118	0
68	120	0
68	122	0
68	124	0
68	126	0
68	128	0
68	130	0
68	132	0
68	134	0
68	136	0
68	138	0
68	140	0
68	142	0
68	144	0
69	5	0
69	7	0
69	9	0
69	11	0
69	13	0
69	15	0
69	17	0
69	19	0
69	21	0
69	23	0
69	25	0
69	27	0
69	29	0
69	31	0
69	33	0
69	35	0
69	37	0
69	39	0
69	41	0
69	43	0
69	45	0
69	47	0
69	49	0
69	51	0
69	53	0
69	55	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
5	9	0
5	10	0
5	11	0
5	12	0
5	13	0
5	14	0
5	15	0
5	16	0
5	17	0
5	18	0
5	19	0
5	20	0
5	21	0
5	22	0
5	23	0
5	24	0
5	25	0
5	26	0
5	27	0
5	28	0
5	29	0
5	30	0
5	31	0
5	32	0
5	33	0
5	34	0
5	35	0
5	36	0
5	37	0
5	38	0
5	39	0
5	40	0
5	41	0
5	42	0
5	43	0
5	44	0
5	45	0
5	46	0
5	47	0
5	48	0
5	49	0
5	50	0
5	51	0
5	52	0
5	53	0
5	54	0
5	55	0
5	56	0
5	57	0
5	58	0
5	59	0
5	60	0
5	61	0
5	62	0
5	63	0
5	64	0
5	65	0
5	66	0
5	67	0
5	68	0
5	69	0
5	70	0
5	71	0
5	72	0
5	73	0
5	74	0
5	75	0
5	76	0
5	77	0
5	78	0
5	79	0
5	80	0
5	81	0
5	82	0
5	83	0
5	84	0
5	85	0
5	86	0
5	87	0
5	88	0
5	89	0
5	90	0
5	91	0
5	92	0
5	93	0
5	94	0
5	95	0
5	96	0
5	97	0
5	98	0
5	99	0
5	100	0
5	101	0
5	102	0
5	103	0
5	104	0
5	105	0
5	106	0
5	107	0
5	108	0
5	109	0
5	110	0
5	111	0
5	112	0
5	113	0
5	114	0
5	115	0
5	116	0
5	117	0
5	118	0
5	119	0
5	120	0
5	121	0
5	122	0
5	123	0
5	124	0
5	125	0
5	126	0
5	127	0
5	128	0
5	129	0
5	130	0
5	131	0
5	132	0
5	133	0
5	134	0
5	135	0
5	136	0
5	137	0
5	138	0
5	139	0
5	140	0
5	141	0
5	142	0
5	143	0
5	144	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
6	12	0
6	13	0
6	14	0
6	15	0
6	16	0
6	17	0
6	18	0
6	19	0
6	20	0
6	21	0
6	22	0
6	23	0
6	24	0
6	25	0
6	26	0
6	27	0
6	28	0
6	29	0
6	30	0
6	31	0
6	32	0
6	33	0
6	34	0
6	35	0
6	36	0
6	37	0
6	38	0
6	39	0
6	40	0
6	41	0
6	42	0
6	43	0
6	44	0
6	45	0
6	46	0
6	47	0
6	48	0
6	49	0
6	50	0
6	51	0
6	52	0
6	53	0
6	54	0
6	55	0
6	56	0
6	57	0
6	58	0
6	59	0
6	60	0
6	61	0
6	62	0
6	63	0
6	64	0
6	65	0
6	66	0
6	67	0
6	68	0
6	69	0
6	70	0
6	71	0
6	72	0
6	73	0
6	74	0
6	75	0
6	76	0
6	77	0
6	78	0
6	79	0
6	80	0
6	81	0
6	82	0
6	83	0
6	84	0
6	85	0
6	86	0
6	87	0
6	88	0
6	89	0
6	90	0
6	91	0
6	92	0
6	93	0
6	94	0
6	95	0
6	96	0
6	97	0
6	98	0
6	99	0
6	100	0
6	101	0
6	102	0
6	103	0
6	104	0
6	105	0
6	106	0
6	107	0
6	108	0
6	109	0
6	110	0
6	111	0
6	112	0
6	113	0
6	114	0
6	115	0
6	116	0
6	117	0
6	118	0
6	119	0
6	120	0
6	121	0
6	122	0
6	123	0
6	124	0
6	125	0
6	126	0
6	127	0
6	128	0
6	129	0
6	130	0
6	131	0
6	132	0
6	133	0
6	134	0
6	135	0
6	136	0
6	137	0
6	138	0
6	139	0
6	140	0
6	141	0
6	142	0
6	143	0
6	144	0
7	1	0
7	2	0
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
7	9	0
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
7	20	0
7	21	0
7	22	0
7	23	0
7	24	0
7	25	0
7	26	0
7	27	0
7	28	0
7	29	0
7	30	0
7	31	0
7	32	0
7	33	0
7	34	0
7	35	0
7	36	0
7	37	0
7	38	0
7	39	0
7	40	0
7	41	0
7	42	0
7	43	0
7	44	0
7	45	0
7	46	0
7	47	0
