"Precinct_name","Split_name","Reporting_flag","Update_count","Pct_Id","Pct_seq_nbr","Reg_voters","Turn_Out","Contest_Id","Contest_seq_nbr","Contest_title","Contest_party_name","Selectable_Options","candidate_id","candidate_name","Candidate_Type","cand_seq_nbr","Party_Code","total_ballots","total_votes","total_under_votes","total_over_votes","absentee_ballots","absentee_votes","absentee_under_votes","absentee_over_votes","early_ballots","early_votes","early_under_votes","early_over_votes","election_ballots","election_votes","election_under_votes","election_over_votes"
"1CS-1","",1,6,1,1,816,0.70,1,6,"GOVERNOR","",1,1,"GAVIN NEWSOM","C",1,"",574,336,13,0,383,221,7,0,0,0,0,0,191,115,6,0
"1CS-1","",1,6,1,1,816,0.70,1,6,"GOVERNOR","",1,2,"JOHN H. COX","C",2,"",574,225,13,0,383,155,7,0,0,0,0,0,191,70,6,0
"1CS-1","",1,6,1,1,816,0.70,2,7,"LIEUTENANT GOVERNOR","",1,2,"ELENI KOUNALAKIS","C",1,"",574,267,128,0,383,183,82,0,0,0,0,0,191,84,46,0
"1CS-1","",1,6,1,1,816,0.70,2,7,"LIEUTENANT GOVERNOR","",1,1,"ED HERNANDEZ","C",2,"",574,179,128,0,383,118,82,0,0,0,0,0,191,61,46,0
"1CS-1","",1,6,1,1,816,0.70,5,8,"SECRETARY OF STATE","",1,2,"MARK P. MEUSER","C",1,"",574,205,21,0,383,142,11,0,0,0,0,0,191,63,10,0
"1CS-1","",1,6,1,1,816,0.70,5,8,"SECRETARY OF STATE","",1,1,"ALEX PADILLA","C",2,"",574,348,21,0,383,230,11,0,0,0,0,0,191,118,10,0
"1CS-1","",1,6,1,1,816,0.70,6,9,"CONTROLLER","",1,1,"BETTY T. YEE","C",1,"",574,362,20,0,383,240,13,0,0,0,0,0,191,122,7,0
"1CS-1","",1,6,1,1,816,0.70,6,9,"CONTROLLER","",1,2,"KONSTANTINOS RODITIS","C",2,"",574,192,20,0,383,130,13,0,0,0,0,0,191,62,7,0
"1CS-1","",1,6,1,1,816,0.70,7,10,"TREASURER","",1,1,"FIONA MA","C",1,"",574,346,28,0,383,229,17,0,0,0,0,0,191,117,11,0
"1CS-1","",1,6,1,1,816,0.70,7,10,"TREASURER","",1,2,"GREG CONLON","C",2,"",574,200,28,0,383,137,17,0,0,0,0,0,191,63,11,0
"1CS-1","",1,6,1,1,816,0.70,8,11,"ATTORNEY GENERAL","",1,1,"XAVIER BECERRA","C",1,"",574,336,22,0,383,221,14,0,0,0,0,0,191,115,8,0
"1CS-1","",1,6,1,1,816,0.70,8,11,"ATTORNEY GENERAL","",1,2,"STEVEN C. BAILEY","C",2,"",574,216,22,0,383,148,14,0,0,0,0,0,191,68,8,0
"1CS-1","",1,6,1,1,816,0.70,9,12,"INSURANCE COMMISSIONER","",1,1,"STEVE POIZNER","C",1,"",574,252,54,0,383,174,34,0,0,0,0,0,191,78,20,0
"1CS-1","",1,6,1,1,816,0.70,9,12,"INSURANCE COMMISSIONER","",1,2,"RICARDO LARA","C",2,"",574,268,54,0,383,175,34,0,0,0,0,0,191,93,20,0
"1CS-1","",1,6,1,1,816,0.70,10,13,"MEMBER STATE BOARD OF EQUALIZATION","",1,1,"MALIA COHEN","C",1,"",574,333,32,0,383,217,23,0,0,0,0,0,191,116,9,0
"1CS-1","",1,6,1,1,816,0.70,10,13,"MEMBER STATE BOARD OF EQUALIZATION","",1,2,"MARK BURNS","C",2,"",574,209,32,0,383,143,23,0,0,0,0,0,191,66,9,0
"1CS-1","",1,6,1,1,816,0.70,11,15,"UNITED STATES SENATOR","",1,1,"KEVIN DE LEON","C",1,"",574,274,70,0,383,175,47,0,0,0,0,0,191,99,23,0
"1CS-1","",1,6,1,1,816,0.70,11,15,"UNITED STATES SENATOR","",1,2,"DIANNE FEINSTEIN","C",2,"",574,230,70,0,383,161,47,0,0,0,0,0,191,69,23,0
"1CS-1","",1,6,1,1,816,0.70,72,17,"UNITED STATES REPRESENTATIVE","",1,1,"JARED HUFFMAN","C",1,"",574,368,10,1,383,244,5,1,0,0,0,0,191,124,5,0
"1CS-1","",1,6,1,1,816,0.70,72,17,"UNITED STATES REPRESENTATIVE","",1,2,"DALE K. MENSING","C",2,"",574,195,10,1,383,133,5,1,0,0,0,0,191,62,5,0
"1CS-1","",1,6,1,1,816,0.70,73,19,"STATE SENATOR","",1,1,"VERONICA ""RONI"" JACOBI","C",1,"",574,174,104,0,383,121,65,0,0,0,0,0,191,53,39,0
"1CS-1","",1,6,1,1,816,0.70,73,19,"STATE SENATOR","",1,2,"MIKE MCGUIRE","C",2,"",574,296,104,0,383,197,65,0,0,0,0,0,191,99,39,0
"1CS-1","",1,6,1,1,816,0.70,12,21,"MEMBER OF THE STATE ASSEMBLY","",1,1,"MATT HEATH","C",1,"",574,207,20,0,383,142,13,0,0,0,0,0,191,65,7,0
"1CS-1","",1,6,1,1,816,0.70,12,21,"MEMBER OF THE STATE ASSEMBLY","",1,2,"JIM WOOD","C",2,"",574,347,20,0,383,228,13,0,0,0,0,0,191,119,7,0
"1CS-1","",1,6,1,1,816,0.70,14,24,"SUPREME COURT ASSOCIATE JUSTICE CAROL A. CORRIGAN","",1,1,"YES","C",1,"",574,289,160,0,383,191,112,0,0,0,0,0,191,98,48,0
"1CS-1","",1,6,1,1,816,0.70,14,24,"SUPREME COURT ASSOCIATE JUSTICE CAROL A. CORRIGAN","",1,2,"NO","C",2,"",574,125,160,0,383,80,112,0,0,0,0,0,191,45,48,0
"1CS-1","",1,6,1,1,816,0.70,15,25,"SUPREME COURT ASSOCIATE JUSTICE LEONDRA R. KRUGER","",1,1,"YES","C",1,"",574,305,161,0,383,206,110,0,0,0,0,0,191,99,51,0
"1CS-1","",1,6,1,1,816,0.70,15,25,"SUPREME COURT ASSOCIATE JUSTICE LEONDRA R. KRUGER","",1,2,"NO","C",2,"",574,108,161,0,383,67,110,0,0,0,0,0,191,41,51,0
"1CS-1","",1,6,1,1,816,0.70,16,26,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 1 JAMES M. HUMES","",1,1,"YES","C",1,"",574,266,174,0,383,183,119,0,0,0,0,0,191,83,55,0
"1CS-1","",1,6,1,1,816,0.70,16,26,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 1 JAMES M. HUMES","",1,2,"NO","C",2,"",574,134,174,0,383,81,119,0,0,0,0,0,191,53,55,0
"1CS-1","",1,6,1,1,816,0.70,17,27,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 1 SANDRA MARGULIES","",1,1,"YES","C",1,"",574,300,169,0,383,202,116,0,0,0,0,0,191,98,53,0
"1CS-1","",1,6,1,1,816,0.70,17,27,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 1 SANDRA MARGULIES","",1,2,"NO","C",2,"",574,105,169,0,383,65,116,0,0,0,0,0,191,40,53,0
"1CS-1","",1,6,1,1,816,0.70,18,28,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 2 JAMES A. RICHMAN","",1,1,"YES","C",1,"",574,267,172,0,383,182,117,0,0,0,0,0,191,85,55,0
"1CS-1","",1,6,1,1,816,0.70,18,28,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 2 JAMES A. RICHMAN","",1,2,"NO","C",2,"",574,135,172,0,383,84,117,0,0,0,0,0,191,51,55,0
"1CS-1","",1,6,1,1,816,0.70,19,29,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 2 MARLA MILLER","",1,1,"YES","C",1,"",574,285,176,0,383,194,121,0,0,0,0,0,191,91,55,0
"1CS-1","",1,6,1,1,816,0.70,19,29,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 2 MARLA MILLER","",1,2,"NO","C",2,"",574,113,176,0,383,68,121,0,0,0,0,0,191,45,55,0
"1CS-1","",1,6,1,1,816,0.70,20,30,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 3 PETER JOHN SIGGINS","",1,1,"YES","C",1,"",574,248,187,0,383,170,127,0,0,0,0,0,191,78,60,0
"1CS-1","",1,6,1,1,816,0.70,20,30,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 3 PETER JOHN SIGGINS","",1,2,"NO","C",2,"",574,139,187,0,383,86,127,0,0,0,0,0,191,53,60,0
"1CS-1","",1,6,1,1,816,0.70,21,31,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 4 JON B. STREETER","",1,1,"YES","C",1,"",574,253,190,0,383,177,128,0,0,0,0,0,191,76,62,0
"1CS-1","",1,6,1,1,816,0.70,21,31,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 4 JON B. STREETER","",1,2,"NO","C",2,"",574,131,190,0,383,78,128,0,0,0,0,0,191,53,62,0
"1CS-1","",1,6,1,1,816,0.70,22,32,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 4 ALISON M. TUCHER","",1,1,"YES","C",1,"",574,293,179,0,383,197,123,0,0,0,0,0,191,96,56,0
"1CS-1","",1,6,1,1,816,0.70,22,32,"COURT OF APPEAL-ASSOCIATE JUSTICE-DISTRICT 1 DIVISION 4 ALISON M. TUCHER","",1,2,"NO","C",2,"",574,102,179,0,383,63,123,0,0,0,0,0,191,39,56,0
"1CS-1","",1,6,1,1,816,0.70,23,33,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 5 BARBARA JONES","",1,1,"YES","C",1,"",574,303,178,0,383,199,122,0,0,0,0,0,191,104,56,0
"1CS-1","",1,6,1,1,816,0.70,23,33,"COURT OF APPEAL-PRESIDING JUSTICE-DISTRICT 1 DIVISION 5 BARBARA JONES","",1,2,"NO","C",2,"",574,93,178,0,383,62,122,0,0,0,0,0,191,31,56,0
"1CS-1","",1,6,1,1,816,0.70,13,35,"SUPERINTENDENT OF PUBLIC INSTRUCTION","",1,1,"TONY K. THURMOND","C",1,"",574,264,95,0,383,173,65,0,0,0,0,0,191,91,30,0
"1CS-1","",1,6,1,1,816,0.70,13,35,"SUPERINTENDENT OF PUBLIC INSTRUCTION","",1,2,"MARSHALL TUCK","C",2,"",574,210,95,0,383,143,65,0,0,0,0,0,191,67,30,0
"1CS-1","",1,6,1,1,816,0.70,13,35,"SUPERINTENDENT OF PUBLIC INSTRUCTION","",1,10000000,"Unresolved Write-Ins","U",10000000,"",574,0,95,0,383,0,65,0,0,0,0,0,191,0,30,0
"1CS-1","",1,6,1,1,816,0.70,13,35,"SUPERINTENDENT OF PUBLIC INSTRUCTION","",1,10000001,"Unqualified Write-Ins","R",10000001,"",574,5,95,0,383,2,65,0,0,0,0,0,191,3,30,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,1,"DESIREE N. DAVENPORT","C",1,"",574,198,384,0,383,130,245,0,0,0,0,0,191,68,139,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,2,"PAT KANZLER","C",2,"",574,190,384,0,383,126,245,0,0,0,0,0,191,64,139,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,3,"GREGG GARDINER","C",3,"",574,174,384,0,383,126,245,0,0,0,0,0,191,48,139,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,4,"ALAN BONGIO","C",4,"",574,201,384,0,383,138,245,0,0,0,0,0,191,63,139,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,10000000,"Unresolved Write-Ins","U",10000000,"",574,0,384,0,383,0,245,0,0,0,0,0,191,0,139,0
"1CS-1","",1,6,1,1,816,0.70,43,59,"HUMBOLDT COMMUNITY SERVICES DISTRICT, DIRECTOR","",2,10000001,"Unqualified Write-Ins","R",10000001,"",574,1,384,0,383,1,245,0,0,0,0,0,191,0,139,0
"1CS-1","",1,6,1,1,816,0.70,75,72,"PROPOSITION 1","",1,1,"YES","C",1,"",574,281,27,0,383,184,19,0,0,0,0,0,191,97,8,0
"1CS-1","",1,6,1,1,816,0.70,75,72,"PROPOSITION 1","",1,2,"NO","C",2,"",574,266,27,0,383,180,19,0,0,0,0,0,191,86,8,0
"1CS-1","",1,6,1,1,816,0.70,76,73,"PROPOSITION 2","",1,1,"YES","C",1,"",574,325,31,0,383,218,22,0,0,0,0,0,191,107,9,0
"1CS-1","",1,6,1,1,816,0.70,76,73,"PROPOSITION 2","",1,2,"NO","C",2,"",574,218,31,0,383,143,22,0,0,0,0,0,191,75,9,0
"1CS-1","",1,6,1,1,816,0.70,77,74,"PROPOSITION 3","",1,1,"YES","C",1,"",574,229,30,0,383,151,22,0,0,0,0,0,191,78,8,0
"1CS-1","",1,6,1,1,816,0.70,77,74,"PROPOSITION 3","",1,2,"NO","C",2,"",574,315,30,0,383,210,22,0,0,0,0,0,191,105,8,0
"1CS-1","",1,6,1,1,816,0.70,78,75,"PROPOSITION 4","",1,1,"YES","C",1,"",574,290,29,0,383,194,19,0,0,0,0,0,191,96,10,0
"1CS-1","",1,6,1,1,816,0.70,78,75,"PROPOSITION 4","",1,2,"NO","C",2,"",574,255,29,0,383,170,19,0,0,0,0,0,191,85,10,0
"1CS-1","",1,6,1,1,816,0.70,79,76,"PROPOSITION 5","",1,1,"YES","C",1,"",574,179,36,0,383,125,24,0,0,0,0,0,191,54,12,0
"1CS-1","",1,6,1,1,816,0.70,79,76,"PROPOSITION 5","",1,2,"NO","C",2,"",574,359,36,0,383,234,24,0,0,0,0,0,191,125,12,0
"1CS-1","",1,6,1,1,816,0.70,80,77,"PROPOSITION 6","",1,1,"YES","C",1,"",574,189,24,0,383,131,15,0,0,0,0,0,191,58,9,0
"1CS-1","",1,6,1,1,816,0.70,80,77,"PROPOSITION 6","",1,2,"NO","C",2,"",574,363,24,0,383,237,15,0,0,0,0,0,191,126,9,0
"1CS-1","",1,6,1,1,816,0.70,81,78,"PROPOSITION 7","",1,1,"YES","C",1,"",574,322,34,0,383,223,25,0,0,0,0,0,191,99,9,0
"1CS-1","",1,6,1,1,816,0.70,81,78,"PROPOSITION 7","",1,2,"NO","C",2,"",574,220,34,0,383,135,25,0,0,0,0,0,191,85,9,0
"1CS-1","",1,6,1,1,816,0.70,82,79,"PROPOSITION 8","",1,1,"YES","C",1,"",574,255,32,0,383,166,22,0,0,0,0,0,191,89,10,0
"1CS-1","",1,6,1,1,816,0.70,82,79,"PROPOSITION 8","",1,2,"NO","C",2,"",574,287,32,0,383,195,22,0,0,0,0,0,191,92,10,0
"1CS-1","",1,6,1,1,816,0.70,84,81,"PROPOSITION 10","",1,1,"YES","C",1,"",574,231,28,0,383,144,19,0,0,0,0,0,191,87,9,0
"1CS-1","",1,6,1,1,816,0.70,84,81,"PROPOSITION 10","",1,2,"NO","C",2,"",574,319,28,0,383,220,19,0,0,0,0,0,191,99,9,0
"1CS-1","",1,6,1,1,816,0.70,85,82,"PROPOSITION 11","",1,1,"YES","C",1,"",574,287,33,0,383,204,21,0,0,0,0,0,191,83,12,0
"1CS-1","",1,6,1,1,816,0.70,85,82,"PROPOSITION 11","",1,2,"NO","C",2,"",574,254,33,0,383,158,21,0,0,0,0,0,191,96,12,0
"1CS-1","",1,6,1,1,816,0.70,86,83,"PROPOSITION 12","",1,1,"YES","C",1,"",574,318,36,0,383,210,23,0,0,0,0,0,191,108,13,0
"1CS-1","",1,6,1,1,816,0.70,86,83,"PROPOSITION 12","",1,2,"NO","C",2,"",574,220,36,0,383,150,23,0,0,0,0,0,191,70,13,0
"1CS-1","",1,6,1,1,816,0.70,93,86,"MEASURE L CUTTEN SCHOOL DISTRICT","",1,1,"BONDS YES","C",1,"",574,399,29,0,383,256,20,0,0,0,0,0,191,143,9,0
"1CS-1","",1,6,1,1,816,0.70,93,86,"MEASURE L CUTTEN SCHOOL DISTRICT","",1,2,"BONDS NO","C",2,"",574,148,29,0,383,107,20,0,0,0,0,0,191,41,9,0
"1CS-1","",1,6,1,1,816,0.70,88,90,"MEASURE K","",1,1,"YES","C",1,"",574,270,32,0,383,185,21,0,0,0,0,0,191,85,11,0
"1CS-1","",1,6,1,1,816,0.70,88,90,"MEASURE K","",1,2,"NO","C",2,"",574,272,32,0,383,177,21,0,0,0,0,0,191,95,11,0
"1CS-1","",1,6,1,1,816,0.70,89,91,"MEASURE O","",1,1,"YES","C",1,"",574,403,23,0,383,266,14,0,0,0,0,0,191,137,9,0
"1CS-1","",1,6,1,1,816,0.70,89,91,"MEASURE O","",1,2,"NO","C",2,"",574,153,23,0,383,103,14,0,0,0,0,0,191,50,9,0
"1CS-2","",1,6,2,2,782,0.75,1,6,"GOVERNOR","",1,1,"GAVIN NEWSOM","C",1,"",584,296,17,0,379,190,9,0,0,0,0,0,205,106,8,0
"1CS-2","",1,6,2,2,782,0.75,1,6,"GOVERNOR","",1,2,"JOHN H. COX","C",2,"",584,271,17,0,379,180,9,0,0,0,0,0,205,91,8,0
